	organism	seedid	kingdom	phylum	mclass	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid
691	Cedecea_davisae_DSM_4568	Cedecea_davisae_DSM_4568_566551_4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cedecea	Aerobe	Respiratory	Negative		1228	1686	1209	Laura_Kutt	04_18_16		2541046972.0	566551.0	ModelSEED	kb|g_32230
692	Parabacteroides_gordonii_DSM_23371		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Obligate_anaerobe	Saccharolytic_fermentative	Negative		831	1308	1029	chenry	04_15_16			1122931.0	ModelSEED	kb|g_207225
693	Hafnia_alvei_BIDMC_31		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Hafnia	Facultative_anaerobe	Fermentative_respiratory	Negative	Opportunistic_pathogen	1451	1866	1282	Laura_Kutt	04_18_16		2576861520.0	1328337.0	ModelSEED	kb|g_209992
694	Anaerococcus_vaginalis_ATCC_51170	Anaerococcus_vaginalis_ATCC_51170_655811_4	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive		517	1122	861	Laura_Kutt	04_18_16			655811.0	Kbase	kb|g_2788
695	Corynebacterium_ureicelerivorans		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive		593	1167	963	chenry	04_15_16		2597490209.0	401472.0	Kbase	kb|g_244935
696	Acidaminococcus_fermentans_DSM_20731	Acidaminococcus_fermentans_DSM_20731_591001_3	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Obligate_anaerobe	Fermentative	Negative		646	1090	903	Laura_Kutt	04_17_16		646311901.0	591001.0	Kbase	kb|g_2555
697	Kocuria_rhizophila_DC2201	Kocuria_rhizophila_DC2201_378753_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	Obligate_aerobe	Saccharolytic	Positive		753	1242	974	chenry	04_15_16		642555133.0	378753.0	ModelSEED	kb|g_1142
698	Lactobacillus_mucosae_LM1	Lactobacillus_mucosae_LM1_1130798_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		583	1073	846	Laura_Kutt	04_18_16		2513237302.0	1130798.0	Kbase	kb|g_24465
699	Peptoniphilus_indolicus_ATCC_29427		Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Obligate_anaerobe	Asaccharolytic_peptone_and_oligopeptides_as_main_energy_source	Positive		540	1055	830	Laura_Kutt	04_18_16		2513237301.0	997350.0	Kbase	kb|g_28898
700	Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642		Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Facultative_anaerobe	Fermentative	Negative		718	1280	1023	Laura_Kutt	04_18_16		2524614548.0	1121445.0	Kbase	kb|g_207114
701	Cellulosilyticum_lentocellum_DSM_5427		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Obligate_anaerobe	Saccharolytic_fermentative	Negative		778	1237	948	Laura_Kutt	04_18_16			642492.0	ModelSEED	kb|g_2732
702	Alistipes_shahii_WAL_8301	Alistipes_shahii_WAL_8301_717959_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Obligate_anaerobe	Saccharolytic_fermentative	Negative		635	1056	856	Laura_Kutt	04_17_16		650377904.0	717959.0	Kbase	kb|g_3099
703	Leminorella_grimontii_ATCC_33999		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Leminorella	Facultative_anaerobe	Fermentative	Negative		947	1436	1092	Laura_Kutt	04_18_16			1005999.0	Kbase	kb|g_206563
704	Kallipyga_massiliensis_ph2		Bacteria	Firmicutes	Tissierellia	unclassified_Tissierellia	unclassified_Tissierellia	Kallipyga	Obligate_anaerobe	Saccharolytic_fermentative	Positive		425	1003	818	Laura_Kutt	04_18_16		2547132195.0	1118059.0	Kbase	kb|g_206992
705	Ruminococcus_albus_7	Ruminococcus_albus_7_697329_5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive		723	1148	966	Laura_Kutt	04_18_16			697329.0	Kbase	kb|g_242552
706	Escherichia_albertii_TW07627	Escherichia_albertii_TW07627_502347_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative_anaerobe	Fermentative_respiratory	Negative		1221	1696	1165	Laura_Kutt	05_29_16			502347.0	Kbase	kb|g_1841
707	Enterobacter_asburiae_LF7a	Enterobacter_asburiae_LF7a_640513_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Facultative_anaerobe	Fermentative_respiratory	Negative		1339	1774	1236	Laura_Kutt	04_18_16		2636415640.0	640513.0	ModelSEED	kb|g_27062
708	Methanomassiliicoccus_luminyensis_B10		Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Obligate_anaerobe	Utilizes_methanol	Positive		494	1002	833	Laura_Kutt	04_19_16		2518645582.0	1175296.0	Kbase	kb|g_223963
709	Ureaplasma_urealyticum_serovar_8_str_ATCC_27618	Ureaplasma_urealyticum_serovar_8_str_ATCC_27618_626095_3	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Facultative_anaerobe	Utilize_urea	Positive		219	687	527	Laura_Kutt	04_19_16		645951872.0	626095.0	Kbase	kb|g_2647
710	Grimontia_hollisae_CIP_101886	Grimontia_hollisae_CIP_101886_675812_3	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	Facultative_anaerobe	Fermentative_respiratory	Negative		939	1462	1088	Laura_Kutt	04_19_16		647000258.0	675812.0	ModelSEED	kb|g_2925
711	Blautia_obeum_ATCC_29174		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate_anaerobe	Saccharolytic_fermentative	Positive		748	1199	963	Laura_Kutt	04_18_16			411459.0	ModelSEED	kb|g_1354
712	Haemophilus_sputorum_CCUG_13788	Haemophilus_sputorum_CCUG_13788_1035839_4	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Aerobe	Respiratory	Negative		666	1241	977	Laura_Kutt	04_19_16		2513237309.0	1035839.0	ModelSEED	kb|g_23371
713	Aeromonas_media_WS		Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Facultative_anaerobe	Saccharolytic_fermentative	Negative		1013	1523	1126	Laura_Kutt	04_18_16			1208104.0	Kbase	kb|g_239700
714	Capnocytophaga_ochracea_DSM_7271	Capnocytophaga_ochracea_DSM_7271_521097_5	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Facultative_anaerobe	Saccharolytic_fermentative	Negative	Opportunistic_pathogen	509	1051	868	chenry	04_15_16		644736338.0	521097.0	ModelSEED	kb|g_1959
715	Prevotella_denticola_DSM20614		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	489	1007	833	Laura_Kutt	04_17_16			1122982.0	Kbase	kb|g_207238
716	Bulleidia_extructa_W1219	Bulleidia_extructa_W1219_679192_3	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Obligate_anaerobe	Saccharolytic_fermentative	Positive		368	935	743	Laura_Kutt	04_18_16		647000218.0	679192.0	ModelSEED	kb|g_2936
717	Silanimonas_lenta_DSM_16282		Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Silanimonas	Aerobe	Saccharolytic	Negative	Pathogen	613	1200	1013	Laura_Kutt	04_19_16			1123253.0	Kbase	kb|g_207277
718	Yersinia_pseudotuberculosis_YPIII	Yersinia_pseudotuberculosis_YPIII_502800_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	1113	1646	1186	Laura_Kutt	04_18_16		641522661.0	502800.0	Kbase	kb|g_1842
719	Methylobacterium_radiotolerans_JCM_2831	Methylobacterium_radiotolerans_JCM_2831_426355_14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Aerobe	Respiratory	Negative		1281	1523	1159	Laura_Kutt	04_18_16		641522638.0	426355.0	Kbase	kb|g_1428
720	Streptococcus_parasanguinis_ATCC_903	Streptococcus_parasanguinis_ATCC_903_888048_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		625	1162	888	Laura_Kutt	04_18_16			888048.0	ModelSEED	kb|g_3590
721	Escherichia_albertii_KF1		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative_anaerobe	Fermentative_respiratory	Negative		1157	1701	1150	Laura_Kutt	04_18_16		2558860274.0	1440052.0	Kbase	kb|g_214925
722	Prevotella_corporis_DSM_18810		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	455	946	813	chenry	04_15_16			1122981.0	Kbase	kb|g_207237
723	Bacteroides_pyogenes_DSM20611		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	579	1129	908	chenry	04_15_16			1121100.0	Kbase	kb|g_207059
724	Cellulosimicrobium_cellulans_J36		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Cellulosimicrobium	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	490	1266	976	chenry	04_15_16		2508501028.0	935839.0	ModelSEED	kb|g_216424
725	Bradyrhizobium_elkanii_USDA_76	Bradyrhizobium_elkanii_USDA_76_398525_3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Obligate_aerobe	Respiratory	Negative		1726	1605	1230	Laura_Kutt	04_18_16			398525.0	Kbase	kb|g_32186
726	Clostridium_hathewayi_12489931	Clostridium_hathewayi_12489931_999412_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hungatella	Obligate_anaerobe	Saccharolytic_fermentative	Negative		1339	1348	1023	Laura_Kutt	05_30_16		2534682211.0	999412.0	ModelSEED	kb|g_32467
727	Escherichia_fergusonii_ATCC_35469	Escherichia_fergusonii_ATCC_35469_585054_5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative_anaerobe	Fermentative_respiratory	Negative		1247	1749	1209	Laura_Kutt	04_18_16		643692022.0	585054.0	Kbase	kb|g_2499
728	Tropheryma_whipplei_str_Twist	Tropheryma_whipplei_str_Twist_203267_1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Tropheryma	Facultative_anaerobe	Fermentative	Positive	Opportunistic_pathogen	356	848	719	chenry	04_15_16		637000331.0	203267.0	ModelSEED	kb|g_338
729	Campylobacter_fetus_subsp_fetus_82_40	Campylobacter_fetus_subsp_fetus_82_40_360106_5	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Non_fermentative_asaccharolytic	Negative		580	1073	875	Laura_Kutt	04_18_16		639633016.0	360106.0	ModelSEED	kb|g_1066
730	Bacillus_clausii_KSM_K16	Bacillus_clausii_KSM_K16_66692_3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Facultative_anaerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1131	1559	1136	Laura_Kutt	04_17_16		637000019.0	66692.0	Kbase	kb|g_2880
731	Aeromonas_jandaei_Riv2		Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Facultative_anaerobe	Saccharolytic_fermentative	Negative		988	1493	1092	Laura_Kutt	04_18_16		2609460199.0	1458276.0	Kbase	kb|g_239699
732	Clostridium_botulinum_A_str_ATCC_19397	Clostridium_botulinum_A_str_ATCC_19397_441770_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Proteolytic_fermentative	Positive		836	1390	1037	Laura_Kutt	05_29_16		640753017.0	441770.0	ModelSEED	kb|g_1488
733	Staphylococcus_hominis_subsp_hominis_C80	Staphylococcus_hominis_subsp_hominis_C80_435837_3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	786	1352	1037	Laura_Kutt	04_18_16		651285007.0	435837.0	Kbase	kb|g_1455
734	Veillonella_dispar_ATCC_17748	Veillonella_dispar_ATCC_17748_546273_3	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Obligate_anaerobe	Saccharolytic_fermentative	Negative		668	1124	880	Laura_Kutt	04_18_16			546273.0	ModelSEED	kb|g_2193
735	Faecalibacterium_prausnitzii_SL3_3	Faecalibacterium_prausnitzii_SL3_3_657322_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Obligate_anaerobe	Saccharolytic_fermentative_acetate_converted_to_butyrate	Structurally_positive_but_stains_negative	Commensal	732	1235	953	Laura_Kutt	04_18_16		650377940.0	657322.0	Kbase	kb|g_2830
736	Bacillus_altitudinis_41KF2b		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Facultative_anaerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		969	1599	1154	Laura_Kutt	04_17_16		2576861487.0	1178544.0	Kbase	kb|g_239788
737	Vibrio_mimicus_MB_451	Vibrio_mimicus_MB_451_675806_3	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Facultative_anaerobe	Saccharolytic_fermentative	Positive		1012	1532	1100	Laura_Kutt	04_19_16		647000340.0	675806.0	Kbase	kb|g_2920
738	Streptococcus_pleomorphus_DSM_20574		Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Streptococcus	Obligate_anaerobe	Saccharolytic_fermentative	Negative		583	1081	901	Laura_Kutt	04_18_16		2524614880.0	1123313.0	Kbase	kb|g_207294
739	Enterobacter_cloacae_EcWSU1	Enterobacter_cloacae_EcWSU1_1045856_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Facultative_anaerobe	Fermentative_respiratory	Negative		1330	1764	1224	Laura_Kutt	04_18_16		2506520035.0	1045856.0	Kbase	kb|g_23417
740	Clostridium_glycolicum_ATCC_14880	Clostridium_glycolicum_ATCC_14880_1121315_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	Obligate_anaerobe	Saccharolytic_fermentative	Positive		983	1327	1009	Laura_Kutt	04_18_16			1121315.0	ModelSEED	kb|g_207085
741	Bacillus_vallismortis_DV1_F_3	Bacillus_vallismortis_DV1_F_3_1051502_3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1049	1632	1162	Laura_Kutt	04_17_16		2547132131.0	1051502.0	Kbase	kb|g_23549
742	Olsenella_uli_DSM_7084	Olsenella_uli_DSM_7084_633147_4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	601	1130	911	chenry	04_15_16		648028047.0	633147.0	ModelSEED	kb|g_2670
743	Leuconostoc_gelidum_JB7	Leuconostoc_gelidum_JB7_1229756_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Facultative_anaerobe	Saccharolytic_fermentative_nonproteolytic	Positive		631	1171	909	Laura_Kutt	04_18_16		2519899540.0	1229756.0	Kbase	kb|g_25724
744	Lysinibacillus_sphaericus_C3_41	Lysinibacillus_sphaericus_C3_41_444177_5	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus					1090	1470	1120	Laura_Kutt	04_18_16		641522637.0	444177.0	Kbase	kb|g_1506
745	Enterococcus_phoeniculicola_ATCC_BAA_412	Enterococcus_phoeniculicola_ATCC_BAA_412_1158610_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	995	1265	983	Laura_Kutt	04_18_16		2545824659.0	1158610.0	Kbase	kb|g_30366
746	Curtobacterium_flaccumfaciens_UCD_AKU	Curtobacterium_flaccumfaciens_UCD_AKU_1292022_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Curtobacterium	Obligate_aerobe	Saccharolytic	Positive		821	1302	1026	chenry	04_15_16		2547132189.0	1292022.0	ModelSEED	kb|g_31863
747	Enterobacter_hormaechei_YT2	Enterobacter_hormaechei_YT2_1259823_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Facultative_anaerobe	Fermentative_respiratory	Negative		1279	1770	1216	Laura_Kutt	05_29_16		2551306531.0	1259823.0	Kbase	kb|g_25881
748	Faecalibacterium_prausnitzii_M21_2	Faecalibacterium_prausnitzii_M21_2_411485_10	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Obligate_anaerobe	Saccharolytic_fermentative_acetate_converted_to_butyrate	Structurally_positive_but_stains_negative	Commensal	709	1230	948	Laura_Kutt	04_18_16			411485.0	Kbase	kb|g_1374
749	Plesiomonas_shigelloides_302_73	Plesiomonas_shigelloides_302_73_1315976_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Plesiomonas	Aerobe	Respiratory	Negative		960	1524	1120	Laura_Kutt	04_18_16			1315976.0	ModelSEED	kb|g_31988
750	Neisseria_mucosa_ATCC_25996	Neisseria_mucosa_ATCC_25996_546266_6	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Facultative_anaerobe	Saccharolytic_non_fermentative	Negative		699	1240	945	Laura_Kutt	04_18_16		2562617186.0	546266.0	ModelSEED	kb|g_2185
751	Streptococcus_intermedius_JTH08	Streptococcus_intermedius_JTH08_591365_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	556	1091	836	Laura_Kutt	04_18_16		2524023218.0	591365.0	ModelSEED	kb|g_27005
752	Streptococcus_mitis_NCTC_12261	Streptococcus_mitis_NCTC_12261_246201_1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		613	1098	836	Laura_Kutt	04_18_16			246201.0	ModelSEED	kb|g_510
753	Brachyspira_pilosicoli_B2904	Brachyspira_pilosicoli_B2904_1133568_3	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Brachyspira	Obligate_anaerobe	Saccharolytic	Negative		726	1191	948	Laura_Kutt	04_19_16		2519103103.0	1133568.0	ModelSEED	kb|g_24488
754	Bacillus_mycoides_DSM_2048	Bacillus_mycoides_DSM_2048_526997_3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Facultative_anaerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1216	1604	1181	Laura_Kutt	04_17_16			526997.0	Kbase	kb|g_2087
755	Streptococcus_mutans_ATCC_25175	Streptococcus_mutans_ATCC_25175_1257041_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	624	1205	913	Laura_Kutt	04_18_16		2534682100.0	1257041.0	ModelSEED	kb|g_31498
756	Kingella_oralis_ATCC_51147	Kingella_oralis_ATCC_51147_629741_3	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Facultative_anaerobe	Saccharolytic_fermentative	Negative	Commensal	597	1094	899	Laura_Kutt	04_18_16			629741.0	Kbase	kb|g_2656
757	Lactobacillus_gastricus_PS3	Lactobacillus_gastricus_PS3_1144300_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		629	1200	958	Laura_Kutt	04_18_16		2531839419.0	1144300.0	Kbase	kb|g_24613
758	Propionibacterium_acnes_KPA171202	Propionibacterium_acnes_KPA171202_267747_1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	787	1301	1001	Laura_Kutt	06_02_16		637000215.0	267747.0	Kbase	kb|g_580
759	Streptococcus_agalactiae_A909	Streptococcus_agalactiae_A909_205921_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	639	1205	911	Laura_Kutt	04_18_16		637000286.0	205921.0	Kbase	kb|g_352
760	Clostridium_cellobioparum_DSM_1351		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium			Negative		1047	1358	1055	Laura_Kutt	04_18_16			1121303.0	ModelSEED	kb|g_240320
761	Paenibacillus_daejeonensis_DSM_15491	Paenibacillus_daejeonensis_DSM_15491_1122917_3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Facultative_anaerobe	Saccharolytic_fermentative	Variable		1234	1497	1152	Laura_Kutt	04_18_16			1122917.0	Kbase	kb|g_29647
762	Moraxella_catarrhalis_RH4	Moraxella_catarrhalis_RH4_749219_3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Aerobe	Respiratory	Negative		610	1172	949	Laura_Kutt	04_18_16		646564552.0	749219.0	Kbase	kb|g_3162
763	Butyricicoccus_pullicaecorum_1_2	Butyricicoccus_pullicaecorum_1_2_1203606_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Probiotic_potential	746	1241	973	Laura_Kutt	04_18_16		2537561731.0	1203606.0	Kbase	kb|g_31101
764	Clostridium_sordellii_ATCC_9714		Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Positive		1303	1264	992	Laura_Kutt	04_18_16		2563367177.0	1292036.0	ModelSEED	kb|g_209151
765	Corynebacterium_propinquum_DSM_44285	Corynebacterium_propinquum_DSM_44285_1121367_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	664	1194	976	chenry	04_15_16		2515154156.0	1121367.0	ModelSEED	kb|g_29586
766	Lactobacillus_pentosus_KCA1	Lactobacillus_pentosus_KCA1_1136177_4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		862	1286	987	Laura_Kutt	04_18_16		2597489899.0	1136177.0	Kbase	kb|g_24585
767	Veillonella_atypica_ACS_049_V_Sch6	Veillonella_atypica_ACS_049_V_Sch6_866776_4	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	665	1121	896	Laura_Kutt	04_18_16			866776.0	ModelSEED	kb|g_3463
