organism	seedid	kingdom	phylum	mclass	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid
Corynebacterium ureicelerivorans		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative anaerobe	Saccharolytic, fermentative	Positive		593	1167	963	chenry	04/15/16		2597490209	401472	Kbase	kb|g.244935
Acidaminococcus fermentans DSM 20731	Acidaminococcus fermentans DSM 20731 (591001.3)	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Obligate anaerobe	Fermentative	Negative		646	1090	903	Laura Kutt	04/17/16		646311901	591001	Kbase	kb|g.2555
Kocuria rhizophila DC2201	Kocuria rhizophila DC2201 (378753.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	Obligate aerobe	Saccharolytic	Positive		753	1242	974	chenry	04/15/16		642555133	378753	ModelSEED	kb|g.1142
Lactobacillus mucosae LM1	Lactobacillus mucosae LM1 (1130798.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		583	1073	846	Laura Kutt	04/18/16		2513237302	1130798	Kbase	kb|g.24465
Peptoniphilus indolicus ATCC 29427		Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Obligate anaerobe	Asaccharolytic, peptone and oligopeptides as main energy source	Positive		540	1055	830	Laura Kutt	04/18/16		2513237301	997350	Kbase	kb|g.28898
Desulfovibrio desulfuricans subsp. desulfuricans DSM 642		Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Facultative anaerobe	Fermentative	Negative		718	1280	1023	Laura Kutt	04/18/16		2524614548	1121445	Kbase	kb|g.207114
Cellulosilyticum lentocellum DSM 5427		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Obligate anaerobe	Saccharolytic, fermentative	Negative		778	1237	948	Laura Kutt	04/18/16		NA	642492	ModelSEED	kb|g.2732
Alistipes shahii WAL 8301	Alistipes shahii WAL 8301 (717959.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Obligate anaerobe	Saccharolytic, fermentative	Negative		635	1056	856	Laura Kutt	04/17/16		650377904	717959	Kbase	kb|g.3099
Leminorella grimontii ATCC 33999 = DSM 5078		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Leminorella	Facultative anaerobe	Fermentative	Negative		947	1436	1092	Laura Kutt	04/18/16		NA	1005999	Kbase	kb|g.206563
Kallipyga massiliensis ph2		Bacteria	Firmicutes	Tissierellia	unclassified Tissierellia	unclassified Tissierellia	Kallipyga	Obligate anaerobe	Saccharolytic, fermentative	Positive		425	1003	818	Laura Kutt	04/18/16		2547132195	1118059	Kbase	kb|g.206992
Ruminococcus albus 7 = DSM 20455	Ruminococcus albus 7 (697329.5)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate anaerobe	Saccharolytic, fermentative	Positive		723	1148	966	Laura Kutt	04/18/16		NA	697329	Kbase	kb|g.242552
Escherichia albertii TW07627	Escherichia albertii TW07627 (502347.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative, respiratory	Negative		1221	1696	1165	Laura Kutt	05/29/16		NA	502347	Kbase	kb|g.1841
Enterobacter asburiae LF7a	Enterobacter asburiae LF7a (640513.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Facultative anaerobe	Fermentative, respiratory	Negative		1339	1774	1236	Laura Kutt	04/18/16		2636415640	640513	ModelSEED	kb|g.27062
Methanomassiliicoccus luminyensis B10		Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Obligate anaerobe	Utilizes methanol	Positive		494	1002	833	Laura Kutt	04/19/16		2518645582	1175296	Kbase	kb|g.223963
Ureaplasma urealyticum serovar 8 str. ATCC 27618	Ureaplasma urealyticum serovar 8 str. ATCC 27618 (626095.3)	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Facultative anaerobe	Utilize urea	Positive		219	687	527	Laura Kutt	04/19/16		645951872	626095	Kbase	kb|g.2647
Grimontia hollisae CIP 101886	Grimontia hollisae CIP 101886 (675812.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	Facultative anaerobe	Fermentative, respiratory	Negative		939	1462	1088	Laura Kutt	04/19/16		647000258	675812	ModelSEED	kb|g.2925
Blautia obeum ATCC 29174		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative	Positive		748	1199	963	Laura Kutt	04/18/16		NA	411459	ModelSEED	kb|g.1354
Haemophilus sputorum CCUG 13788	Haemophilus sputorum CCUG 13788 (1035839.4)	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Aerobe	Respiratory	Negative		666	1241	977	Laura Kutt	04/19/16		2513237309	1035839	ModelSEED	kb|g.23371
Aeromonas media WS		Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Facultative anaerobe	Saccharolytic, fermentative	Negative		1013	1523	1126	Laura Kutt	04/18/16		NA	1208104	Kbase	kb|g.239700
Capnocytophaga ochracea DSM 7271 	Capnocytophaga ochracea DSM 7271 (521097.5)	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Facultative anaerobe	Saccharolytic, fermentative	Negative	Opportunistic pathogen	509	1051	868	chenry	04/15/16		644736338	521097	ModelSEED	kb|g.1959
Prevotella denticola DSM20614		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	489	1007	833	Laura Kutt	04/17/16		NA	1122982	Kbase	kb|g.207238
Bulleidia extructa W1219	Bulleidia extructa W1219 (679192.3)	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Obligate anaerobe	Saccharolytic, fermentative	Positive		368	935	743	Laura Kutt	04/18/16		647000218	679192	ModelSEED	kb|g.2936
Silanimonas lenta DSM 16282		Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Silanimonas	Aerobe	Saccharolytic	Negative	Pathogen	613	1200	1013	Laura Kutt	04/19/16		NA	1123253	Kbase	kb|g.207277
Yersinia pseudotuberculosis YPIII	Yersinia pseudotuberculosis YPIII (502800.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	1113	1646	1186	Laura Kutt	04/18/16		641522661	502800	Kbase	kb|g.1842
Methylobacterium radiotolerans JCM 2831	Methylobacterium radiotolerans JCM 2831 (426355.14)	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Aerobe	Respiratory	Negative		1281	1523	1159	Laura Kutt	04/18/16		641522638	426355	Kbase	kb|g.1428
Streptococcus parasanguinis ATCC 903	Streptococcus parasanguinis ATCC 903 (888048.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive		625	1162	888	Laura Kutt	04/18/16		NA	888048	ModelSEED	kb|g.3590
Escherichia albertii KF1		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative, respiratory	Negative		1157	1701	1150	Laura Kutt	04/18/16		2558860274	1440052	Kbase	kb|g.214925
Prevotella corporis DSM 18810		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	455	946	813	chenry	04/15/16		NA	1122981	Kbase	kb|g.207237
Bacteroides pyogenes DSM20611		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	579	1129	908	chenry	04/15/16		NA	1121100	Kbase	kb|g.207059
Cellulosimicrobium cellulans J36		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Cellulosimicrobium	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	490	1266	976	chenry	04/15/16		2508501028	935839	ModelSEED	kb|g.216424
Bradyrhizobium elkanii USDA 76	Bradyrhizobium elkanii USDA 76 (398525.3)	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Obligate aerobe	Respiratory	Negative		1726	1605	1230	Laura Kutt	04/18/16		NA	398525	Kbase	kb|g.32186
Clostridium hathewayi 12489931	Clostridium hathewayi 12489931 (999412.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hungatella	Obligate anaerobe	Saccharolytic, fermentative	Negative		1339	1348	1023	Laura Kutt	05/30/16		2534682211	999412	ModelSEED	kb|g.32467
Escherichia fergusonii ATCC 35469	Escherichia fergusonii ATCC 35469 (585054.5)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative, respiratory	Negative		1247	1749	1209	Laura Kutt	04/18/16		643692022	585054	Kbase	kb|g.2499
Tropheryma whipplei str. Twist	Tropheryma whipplei str. Twist (203267.1)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Tropheryma	Facultative anaerobe	Fermentative	Positive	Opportunistic pathogen	356	848	719	chenry	04/15/16		637000331	203267	ModelSEED	kb|g.338
Campylobacter fetus subsp. fetus 82-40	Campylobacter fetus subsp. fetus 82-40 (360106.5)	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Non-fermentative, asaccharolytic	Negative		580	1073	875	Laura Kutt	04/18/16		639633016	360106	ModelSEED	kb|g.1066
Bacillus clausii KSM-K16	Bacillus clausii KSM-K16 (66692.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1131	1559	1136	Laura Kutt	04/17/16		637000019	66692	Kbase	kb|g.2880
Aeromonas jandaei Riv2		Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Facultative anaerobe	Saccharolytic, fermentative	Negative		988	1493	1092	Laura Kutt	04/18/16		2609460199	1458276	Kbase	kb|g.239699
Clostridium botulinum A str. ATCC 19397	Clostridium botulinum A str. ATCC 19397 (441770.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Proteolytic, fermentative	Positive		836	1390	1037	Laura Kutt	05/29/16		640753017	441770	ModelSEED	kb|g.1488
Staphylococcus hominis subsp. hominis C80	Staphylococcus hominis subsp. hominis C80 (435837.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Pathogen	786	1352	1037	Laura Kutt	04/18/16		651285007	435837	Kbase	kb|g.1455
Veillonella dispar ATCC 17748	Veillonella dispar ATCC 17748 (546273.3)	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Obligate anaerobe	Saccharolytic, fermentative	Negative		668	1124	880	Laura Kutt	04/18/16		NA	546273	ModelSEED	kb|g.2193
Faecalibacterium prausnitzii SL3/3	Faecalibacterium prausnitzii SL3/3 (657322.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Structurally positive but stains negative	Commensal	732	1235	953	Laura Kutt	04/18/16		650377940	657322	Kbase	kb|g.2830
Bacillus altitudinis 41KF2b		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		969	1599	1154	Laura Kutt	04/17/16		2576861487	1178544	Kbase	kb|g.239788
Vibrio mimicus MB-451	Vibrio mimicus MB-451 (675806.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Facultative anaerobe	Saccharolytic, fermentative	Positive		1012	1532	1100	Laura Kutt	04/19/16		647000340	675806	Kbase	kb|g.2920
Streptococcus pleomorphus DSM 20574		Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Streptococcus	Obligate anaerobe	Saccharolytic, fermentative	Negative		583	1081	901	Laura Kutt	04/18/16		2524614880	1123313	Kbase	kb|g.207294
Enterobacter cloacae EcWSU1	Enterobacter cloacae EcWSU1 (1045856.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Facultative anaerobe	Fermentative, respiratory	Negative		1330	1764	1224	Laura Kutt	04/18/16		2506520035	1045856	Kbase	kb|g.23417
Clostridium glycolicum ATCC 14880 = DSM 1288	Clostridium glycolicum ATCC 14880 (1121315.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	Obligate anaerobe	Saccharolytic, fermentative	Positive		983	1327	1009	Laura Kutt	04/18/16		NA	1121315	ModelSEED	kb|g.207085
Bacillus vallismortis DV1-F-3	Bacillus vallismortis DV1-F-3 (1051502.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1049	1632	1162	Laura Kutt	04/17/16		2547132131	1051502	Kbase	kb|g.23549
Olsenella uli DSM 7084	Olsenella uli DSM 7084 (633147.4)	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	Obligate anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	601	1130	911	chenry	04/15/16		648028047	633147	ModelSEED	kb|g.2670
Leuconostoc gelidum JB7	Leuconostoc gelidum JB7 (1229756.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Facultative anaerobe	Saccharolytic, fermentative, nonproteolytic	Positive		631	1171	909	Laura Kutt	04/18/16		2519899540	1229756	Kbase	kb|g.25724
Lysinibacillus sphaericus C3-41	Lysinibacillus sphaericus C3-41 (444177.5)	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus					1090	1470	1120	Laura Kutt	04/18/16		641522637	444177	Kbase	kb|g.1506
Enterococcus phoeniculicola ATCC BAA-412	Enterococcus phoeniculicola ATCC BAA-412 (1158610.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	995	1265	983	Laura Kutt	04/18/16		2545824659	1158610	Kbase	kb|g.30366
Curtobacterium flaccumfaciens UCD-AKU	Curtobacterium flaccumfaciens UCD-AKU (1292022.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Curtobacterium	Obligate aerobe	Saccharolytic	Positive		821	1302	1026	chenry	04/15/16		2547132189	1292022	ModelSEED	kb|g.31863
Enterobacter hormaechei YT2	Enterobacter hormaechei YT2 (1259823.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Facultative anaerobe	Fermentative, respiratory	Negative		1279	1770	1216	Laura Kutt	05/29/16		2551306531	1259823	Kbase	kb|g.25881
Faecalibacterium prausnitzii M21/2	Faecalibacterium prausnitzii M21/2 (411485.10)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Structurally positive but stains negative	Commensal	709	1230	948	Laura Kutt	04/18/16		NA	411485	Kbase	kb|g.1374
Plesiomonas shigelloides 302-73	Plesiomonas shigelloides 302-73 (1315976.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Plesiomonas	Aerobe	Respiratory	Negative		960	1524	1120	Laura Kutt	04/18/16		NA	1315976	ModelSEED	kb|g.31988
Neisseria mucosa ATCC 25996	Neisseria mucosa ATCC 25996 (546266.6)	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Facultative anaerobe	Saccharolytic, non-fermentative	Negative		699	1240	945	Laura Kutt	04/18/16		2562617186	546266	ModelSEED	kb|g.2185
Streptococcus intermedius JTH08	Streptococcus intermedius JTH08 (591365.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	556	1091	836	Laura Kutt	04/18/16		2524023218	591365	ModelSEED	kb|g.27005
Streptococcus mitis NCTC 12261	Streptococcus mitis NCTC 12261 (246201.1)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive		613	1098	836	Laura Kutt	04/18/16		NA	246201	ModelSEED	kb|g.510
Brachyspira pilosicoli B2904	Brachyspira pilosicoli B2904 (1133568.3)	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Brachyspira	Obligate anaerobe	Saccharolytic	Negative		726	1191	948	Laura Kutt	04/19/16		2519103103	1133568	ModelSEED	kb|g.24488
Bacillus mycoides  DSM 2048	Bacillus mycoides DSM 2048 (526997.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Facultative anaerobe	Respiration or fermentation of carbohydrates and central metabolism intermediates	Positive		1216	1604	1181	Laura Kutt	04/17/16		NA	526997	Kbase	kb|g.2087
Streptococcus mutans ATCC 25175	Streptococcus mutans ATCC 25175 (1257041.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	624	1205	913	Laura Kutt	04/18/16		2534682100	1257041	ModelSEED	kb|g.31498
Kingella oralis ATCC 51147	Kingella oralis ATCC 51147 (629741.3)	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Facultative anaerobe	Saccharolytic, fermentative	Negative	Commensal	597	1094	899	Laura Kutt	04/18/16		NA	629741	Kbase	kb|g.2656
Lactobacillus gastricus PS3	Lactobacillus gastricus PS3 (1144300.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		629	1200	958	Laura Kutt	04/18/16		2531839419	1144300	Kbase	kb|g.24613
Propionibacterium acnes KPA171202	Propionibacterium acnes KPA171202 (267747.1)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	787	1301	1001	Laura Kutt	06/02/16		637000215	267747	Kbase	kb|g.580
Streptococcus agalactiae A909	Streptococcus agalactiae A909 (205921.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Pathogen	639	1205	911	Laura Kutt	04/18/16		637000286	205921	Kbase	kb|g.352
Clostridium cellobioparum DSM 1351 = ATCC 15832		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium			Negative		1047	1358	1055	Laura Kutt	04/18/16		NA	1121303	ModelSEED	kb|g.240320
Paenibacillus daejeonensis DSM 15491	Paenibacillus daejeonensis DSM 15491 (1122917.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Facultative anaerobe	Saccharolytic, fermentative	Variable		1234	1497	1152	Laura Kutt	04/18/16		NA	1122917	Kbase	kb|g.29647
Moraxella catarrhalis RH4	Moraxella catarrhalis RH4 (749219.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Aerobe	Respiratory	Negative		610	1172	949	Laura Kutt	04/18/16		646564552	749219	Kbase	kb|g.3162
Butyricicoccus pullicaecorum 1.2	Butyricicoccus pullicaecorum 1.2 (1203606.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic potential	746	1241	973	Laura Kutt	04/18/16		2537561731	1203606	Kbase	kb|g.31101
Clostridium sordellii ATCC 9714		Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Obligate anaerobe	Saccharolytic, fermentative	Positive		1303	1264	992	Laura Kutt	04/18/16		2563367177	1292036	ModelSEED	kb|g.209151
Corynebacterium propinquum DSM 44285	Corynebacterium propinquum DSM 44285 (1121367.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	664	1194	976	chenry	04/15/16		2515154156	1121367	ModelSEED	kb|g.29586
Lactobacillus pentosus KCA1	Lactobacillus pentosus KCA1 (1136177.4)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		862	1286	987	Laura Kutt	04/18/16		2597489899	1136177	Kbase	kb|g.24585
Veillonella atypica ACS-049-V-Sch6	Veillonella atypica ACS-049-V-Sch6 (866776.4)	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	665	1121	896	Laura Kutt	04/18/16		NA	866776	ModelSEED	kb|g.3463
Acinetobacter calcoaceticus PHEA-2	Acinetobacter calcoaceticus PHEA-2 (871585.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Aerobe	Respiratory	Negative		1026	1561	1165	Laura Kutt	04/18/16		650377903	871585	Kbase	kb|g.3519
Sphingomonas paucimobilis HER1398		Bacteria	Proteobacteria	Gammaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Anaerobe	Asaccharolytic	Negative		755	1276	1045					1346330	ModelSEED	kb|g.210585
